epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
93,7608,0.83208,0.4099,0.98559,0.97045,0.97564,0.98863,0.80873,0.79183,0.31546,0.95375,0.007723,0.007723,0.007723
94,7692.12,0.84174,0.41294,0.98556,0.97087,0.97536,0.98914,0.80866,0.79168,0.31515,0.95396,0.00769825,0.00769825,0.00769825
95,7773.63,0.83262,0.41037,0.98866,0.97162,0.97574,0.98914,0.8086,0.79141,0.31462,0.95404,0.0076735,0.0076735,0.0076735
96,7855.1,0.83165,0.40802,0.98542,0.97149,0.97554,0.98801,0.80874,0.79152,0.31524,0.9537,0.00764875,0.00764875,0.00764875
97,7936.43,0.83166,0.41338,0.98241,0.9716,0.9753,0.9892,0.80858,0.79153,0.31488,0.95333,0.007624,0.007624,0.007624
98,8018.06,0.83343,0.41189,0.98466,0.97118,0.97573,0.98794,0.80876,0.79203,0.31468,0.95329,0.00759925,0.00759925,0.00759925
99,8099.47,0.8282,0.40921,0.98137,0.97128,0.9759,0.98802,0.80906,0.79236,0.31425,0.95255,0.0075745,0.0075745,0.0075745
100,8181.68,0.82634,0.40883,0.9779,0.97065,0.97607,0.98805,0.80933,0.79247,0.31353,0.95203,0.00754975,0.00754975,0.00754975
101,8263.53,0.83207,0.41006,0.98085,0.97135,0.97581,0.98802,0.80818,0.79216,0.31361,0.95153,0.007525,0.007525,0.007525
102,8344.97,0.8324,0.40809,0.98148,0.97179,0.97608,0.98831,0.80898,0.79203,0.31301,0.95121,0.00750025,0.00750025,0.00750025
103,8426.62,0.83194,0.40613,0.97844,0.97036,0.97588,0.98793,0.80791,0.79198,0.31273,0.95095,0.0074755,0.0074755,0.0074755
104,8508.01,0.8285,0.41097,0.97939,0.96933,0.97629,0.98796,0.80895,0.79192,0.31214,0.95059,0.00745075,0.00745075,0.00745075
105,8592.82,0.83124,0.40844,0.98549,0.97014,0.97625,0.98798,0.8087,0.7921,0.3113,0.9507,0.007426,0.007426,0.007426
106,8674.14,0.82852,0.40469,0.98296,0.9698,0.9765,0.98804,0.80894,0.79161,0.31085,0.95056,0.00740125,0.00740125,0.00740125
107,8755.63,0.83329,0.40591,0.99154,0.96943,0.9763,0.98807,0.80895,0.79122,0.3105,0.9508,0.0073765,0.0073765,0.0073765
108,8836.79,0.82592,0.40854,0.97902,0.96944,0.97629,0.98806,0.80857,0.79112,0.31071,0.95054,0.00735175,0.00735175,0.00735175
109,8918.32,0.83008,0.41103,0.98861,0.96893,0.97607,0.98804,0.80854,0.79099,0.31061,0.9505,0.007327,0.007327,0.007327
110,8999.5,0.82269,0.40148,0.97871,0.9693,0.97616,0.98828,0.80874,0.79071,0.31052,0.95016,0.00730225,0.00730225,0.00730225
111,9080.91,0.81929,0.40111,0.97721,0.96947,0.97582,0.98834,0.809,0.79068,0.31021,0.94992,0.0072775,0.0072775,0.0072775
112,9162.32,0.82185,0.40168,0.97473,0.96906,0.97581,0.98829,0.80917,0.7906,0.31039,0.94982,0.00725275,0.00725275,0.00725275
113,9243.98,0.8244,0.40034,0.97806,0.96886,0.9758,0.98834,0.80945,0.79044,0.31057,0.94969,0.007228,0.007228,0.007228
114,9325.96,0.82406,0.40146,0.98069,0.96946,0.97554,0.98839,0.80976,0.79064,0.31013,0.94965,0.00720325,0.00720325,0.00720325
115,9407.99,0.81535,0.40084,0.97688,0.9693,0.97555,0.98839,0.80944,0.79066,0.31029,0.94965,0.0071785,0.0071785,0.0071785
116,9489.87,0.81764,0.40207,0.98117,0.96896,0.97554,0.98849,0.80922,0.79073,0.31002,0.94964,0.00715375,0.00715375,0.00715375
117,9571.17,0.8257,0.40097,0.97847,0.96806,0.97577,0.98858,0.80903,0.7905,0.30987,0.94934,0.007129,0.007129,0.007129
