epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,4401.68,0.8188,0.40626,0.96136,0.97208,0.9723,0.98767,0.79364,0.80471,0.34061,0.93104,0.004258,0.004258,0.004258
89,4451.21,0.82263,0.41099,0.96099,0.9697,0.97504,0.98749,0.7971,0.80012,0.33964,0.92827,0.004192,0.004192,0.004192
90,4500.87,0.81239,0.40311,0.96195,0.9749,0.97283,0.9878,0.80035,0.79279,0.33733,0.93142,0.004126,0.004126,0.004126
91,4550.59,0.81767,0.40837,0.96287,0.97414,0.9711,0.98719,0.79892,0.79279,0.33788,0.92825,0.00406,0.00406,0.00406
92,4600.44,0.81932,0.40465,0.96179,0.97652,0.97558,0.9875,0.80045,0.79424,0.33622,0.93012,0.003994,0.003994,0.003994
93,4650.26,0.82243,0.40866,0.96454,0.97059,0.97508,0.98827,0.79932,0.79603,0.33421,0.92912,0.003928,0.003928,0.003928
94,4700.02,0.81701,0.40115,0.95805,0.96599,0.97274,0.98729,0.80146,0.79268,0.33373,0.92496,0.003862,0.003862,0.003862
95,4749.77,0.81168,0.40066,0.96127,0.96649,0.97376,0.98497,0.79755,0.79356,0.33566,0.93027,0.003796,0.003796,0.003796
96,4799.59,0.8119,0.39893,0.96337,0.9693,0.97222,0.98417,0.79501,0.79445,0.33611,0.92988,0.00373,0.00373,0.00373
97,4849.28,0.80974,0.4001,0.96121,0.97211,0.976,0.9875,0.79677,0.79404,0.33576,0.93045,0.003664,0.003664,0.003664
98,4898.88,0.8077,0.39664,0.95963,0.97274,0.97472,0.98816,0.80336,0.78718,0.33364,0.92853,0.003598,0.003598,0.003598
99,4948.86,0.80838,0.39504,0.95774,0.97548,0.97334,0.98834,0.80207,0.78976,0.33131,0.92712,0.003532,0.003532,0.003532
100,4998.43,0.81031,0.39523,0.95818,0.97147,0.97301,0.98516,0.79694,0.79098,0.33129,0.92807,0.003466,0.003466,0.003466
101,5048.22,0.80686,0.39552,0.95793,0.97394,0.97327,0.98684,0.8009,0.79115,0.3308,0.9305,0.0034,0.0034,0.0034
102,5097.8,0.80532,0.3957,0.96098,0.9765,0.97463,0.98831,0.80297,0.78732,0.3296,0.92877,0.003334,0.003334,0.003334
103,5147.42,0.80419,0.39028,0.95423,0.97194,0.97313,0.98597,0.80192,0.7886,0.3294,0.92702,0.003268,0.003268,0.003268
104,5197.26,0.80364,0.39128,0.95687,0.96938,0.97442,0.98552,0.80079,0.78673,0.32956,0.92267,0.003202,0.003202,0.003202
105,5246.83,0.80782,0.38807,0.95765,0.96883,0.97464,0.98755,0.80471,0.78513,0.32586,0.92349,0.003136,0.003136,0.003136
106,5296.76,0.80013,0.38776,0.95738,0.96792,0.97338,0.98722,0.80219,0.78339,0.32665,0.92676,0.00307,0.00307,0.00307
107,5346.41,0.80311,0.38998,0.95796,0.97031,0.97446,0.98891,0.80511,0.78502,0.32757,0.9263,0.003004,0.003004,0.003004
108,5396.38,0.79179,0.38689,0.9554,0.96602,0.97219,0.98787,0.80467,0.7867,0.32782,0.92727,0.002938,0.002938,0.002938
109,5446,0.79341,0.38422,0.95626,0.97107,0.96965,0.98812,0.80439,0.78919,0.32701,0.92736,0.002872,0.002872,0.002872
110,5495.74,0.79356,0.38803,0.95257,0.96971,0.96882,0.98772,0.80203,0.7899,0.32602,0.92539,0.002806,0.002806,0.002806
111,5545.34,0.79116,0.38311,0.95418,0.96357,0.97417,0.987,0.80373,0.78914,0.32642,0.92696,0.00274,0.00274,0.00274
112,5595.21,0.79014,0.38431,0.94945,0.97129,0.97409,0.98681,0.80395,0.78855,0.32599,0.92497,0.002674,0.002674,0.002674
113,5644.76,0.7894,0.38311,0.94913,0.9705,0.97563,0.98781,0.80289,0.78927,0.32528,0.92372,0.002608,0.002608,0.002608
114,5694.58,0.78703,0.37924,0.9485,0.97088,0.97515,0.98804,0.80349,0.78987,0.32369,0.92474,0.002542,0.002542,0.002542
115,5744.45,0.78901,0.37544,0.95071,0.96789,0.97723,0.98802,0.80533,0.78932,0.32353,0.92382,0.002476,0.002476,0.002476
116,5794.37,0.78464,0.38014,0.95016,0.97079,0.97511,0.98791,0.80496,0.78678,0.32306,0.92267,0.00241,0.00241,0.00241
117,5843.94,0.77593,0.37077,0.94642,0.96679,0.97798,0.98787,0.80336,0.78683,0.32264,0.92287,0.002344,0.002344,0.002344
118,5893.61,0.78515,0.37615,0.9505,0.96019,0.98027,0.98839,0.80417,0.78548,0.32319,0.92261,0.002278,0.002278,0.002278
119,5943.18,0.7846,0.37583,0.94892,0.96055,0.98154,0.98872,0.80323,0.78575,0.32145,0.92137,0.002212,0.002212,0.002212
120,5992.99,0.78013,0.37306,0.94705,0.9686,0.97712,0.98844,0.80323,0.7871,0.32224,0.92219,0.002146,0.002146,0.002146
121,6042.56,0.77373,0.36766,0.94774,0.97078,0.97611,0.98891,0.80411,0.78751,0.32228,0.92389,0.00208,0.00208,0.00208
122,6092.15,0.77543,0.36941,0.94507,0.96813,0.97695,0.98879,0.80556,0.78642,0.32008,0.92392,0.002014,0.002014,0.002014
123,6141.75,0.77466,0.37033,0.94888,0.96114,0.97877,0.98856,0.80592,0.78784,0.32168,0.92435,0.001948,0.001948,0.001948
124,6191.65,0.77986,0.37334,0.94804,0.96059,0.97905,0.98866,0.80675,0.78758,0.32203,0.92378,0.001882,0.001882,0.001882
125,6241.42,0.77189,0.36796,0.94409,0.96147,0.9764,0.98874,0.80539,0.78697,0.32089,0.9216,0.001816,0.001816,0.001816
126,6291.03,0.7652,0.36062,0.94544,0.96651,0.97599,0.98909,0.80754,0.78624,0.32028,0.92085,0.00175,0.00175,0.00175
127,6340.87,0.76645,0.36725,0.94108,0.96706,0.97695,0.98917,0.80708,0.78499,0.3202,0.92077,0.001684,0.001684,0.001684
128,6390.22,0.76473,0.3628,0.94283,0.96718,0.97739,0.98943,0.80709,0.78522,0.31947,0.92105,0.001618,0.001618,0.001618
129,6439.8,0.76108,0.35979,0.94221,0.9663,0.97825,0.98922,0.80632,0.78568,0.31933,0.91999,0.001552,0.001552,0.001552
130,6489.46,0.7621,0.36171,0.94225,0.96695,0.97775,0.98884,0.80569,0.78611,0.3204,0.91989,0.001486,0.001486,0.001486
131,6539,0.76538,0.35731,0.94112,0.96795,0.97734,0.98888,0.8048,0.78644,0.31917,0.92025,0.00142,0.00142,0.00142
132,6588.73,0.7676,0.35967,0.94232,0.96898,0.97791,0.98863,0.80538,0.7857,0.31876,0.9207,0.001354,0.001354,0.001354
