epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,17450.2,0.84109,0.41092,1.03984,0.97385,0.97846,0.99036,0.80678,0.78885,0.31323,1.02074,0.00829225,0.00829225,0.00829225
71,17699.8,0.8437,0.41837,1.04969,0.97516,0.97905,0.99039,0.80819,0.78793,0.31236,1.02121,0.0082675,0.0082675,0.0082675
72,17949.5,0.84586,0.41581,1.04334,0.97335,0.98086,0.99021,0.8078,0.78683,0.31342,1.02003,0.00824275,0.00824275,0.00824275
73,18196.4,0.84923,0.4126,1.05018,0.97257,0.98017,0.99014,0.80925,0.78615,0.31567,1.02194,0.008218,0.008218,0.008218
74,18445.8,0.83978,0.41036,1.04583,0.97214,0.98011,0.99025,0.80814,0.78606,0.31623,1.02251,0.00819325,0.00819325,0.00819325
75,18692.7,0.8453,0.40939,1.04378,0.96947,0.98186,0.99033,0.80837,0.78595,0.31405,1.02228,0.0081685,0.0081685,0.0081685
76,18939.5,0.8396,0.40672,1.03477,0.97059,0.98322,0.99009,0.80818,0.78544,0.31223,1.02078,0.00814375,0.00814375,0.00814375
77,19187.8,0.83614,0.41177,1.04389,0.9676,0.98385,0.98984,0.80828,0.78543,0.31235,1.02137,0.008119,0.008119,0.008119
78,19434.5,0.83722,0.41211,1.04055,0.9699,0.98266,0.99027,0.80929,0.78477,0.31018,1.02054,0.00809425,0.00809425,0.00809425
79,19684.2,0.83706,0.40989,1.04277,0.97113,0.98291,0.98996,0.80903,0.78426,0.30941,1.02034,0.0080695,0.0080695,0.0080695
80,19930.7,0.83627,0.40913,1.04261,0.97055,0.98322,0.99031,0.80964,0.7838,0.309,1.02161,0.00804475,0.00804475,0.00804475
81,20180.1,0.83588,0.41251,1.04265,0.9695,0.98309,0.99032,0.80869,0.78336,0.30886,1.02266,0.00802,0.00802,0.00802
82,20427.3,0.82855,0.40234,1.04795,0.96941,0.98313,0.98979,0.80798,0.78294,0.3083,1.02367,0.00799525,0.00799525,0.00799525
83,20674.3,0.83968,0.41674,1.0478,0.9679,0.98095,0.98802,0.80756,0.78229,0.30818,1.02406,0.0079705,0.0079705,0.0079705
84,20921,0.83469,0.40707,1.04086,0.96978,0.98094,0.98825,0.80764,0.78169,0.30762,1.02334,0.00794575,0.00794575,0.00794575
85,21167.8,0.8345,0.40435,1.04187,0.97061,0.98112,0.98834,0.80757,0.7807,0.30642,1.02168,0.007921,0.007921,0.007921
86,21414.6,0.82994,0.40157,1.03771,0.97137,0.9806,0.98864,0.80876,0.78014,0.30623,1.02145,0.00789625,0.00789625,0.00789625
87,21661.4,0.82286,0.40221,1.04109,0.97093,0.98077,0.98857,0.80885,0.78005,0.30516,1.02195,0.0078715,0.0078715,0.0078715
88,21908.1,0.82742,0.40093,1.04391,0.97203,0.98402,0.98981,0.80957,0.77975,0.30525,1.02209,0.00784675,0.00784675,0.00784675
89,22157,0.83042,0.40655,1.04456,0.97145,0.98297,0.98949,0.80955,0.77952,0.3056,1.02267,0.007822,0.007822,0.007822
90,22404.4,0.83154,0.40439,1.03718,0.97171,0.98266,0.98961,0.80912,0.77939,0.30593,1.02289,0.00779725,0.00779725,0.00779725
91,22651.6,0.83157,0.40266,1.0407,0.97079,0.98238,0.98948,0.80954,0.779,0.3062,1.02284,0.0077725,0.0077725,0.0077725
92,22899.7,0.82793,0.40196,1.03331,0.97087,0.98312,0.98945,0.80914,0.77885,0.30516,1.02252,0.00774775,0.00774775,0.00774775
93,23146.4,0.83237,0.4016,1.02692,0.97123,0.98299,0.98957,0.80899,0.7786,0.30492,1.02111,0.007723,0.007723,0.007723
94,23393.4,0.82657,0.40381,1.0074,0.97188,0.98305,0.98963,0.80883,0.7781,0.30478,1.01927,0.00769825,0.00769825,0.00769825
95,23640.4,0.82214,0.39662,1.01599,0.97236,0.98343,0.99002,0.80905,0.77786,0.30433,1.01817,0.0076735,0.0076735,0.0076735
96,23887.3,0.81966,0.39488,1.02377,0.97296,0.9834,0.99029,0.80881,0.77761,0.30428,1.01716,0.00764875,0.00764875,0.00764875
97,24134.2,0.82258,0.39354,1.02333,0.97279,0.98311,0.99048,0.80931,0.77734,0.30297,1.01609,0.007624,0.007624,0.007624
98,24381.3,0.81467,0.39166,1.02728,0.97221,0.98268,0.99005,0.80917,0.77696,0.30288,1.01539,0.00759925,0.00759925,0.00759925
99,24628.3,0.82254,0.39926,1.03731,0.97229,0.98304,0.99008,0.80945,0.77693,0.30286,1.01554,0.0075745,0.0075745,0.0075745
100,24875.6,0.82313,0.40351,1.03359,0.97265,0.98329,0.99042,0.80941,0.77681,0.30296,1.01585,0.00754975,0.00754975,0.00754975
101,25123,0.81846,0.39614,1.03126,0.9728,0.98336,0.99036,0.80971,0.77674,0.30288,1.016,0.007525,0.007525,0.007525
102,25373,0.81583,0.39204,1.03045,0.97289,0.98328,0.99038,0.80974,0.77686,0.30241,1.01645,0.00750025,0.00750025,0.00750025
103,25622.9,0.81386,0.39294,1.03327,0.97242,0.98278,0.99031,0.80973,0.77726,0.30262,1.01696,0.0074755,0.0074755,0.0074755
104,25870.3,0.82023,0.39395,1.03831,0.97043,0.98042,0.98898,0.80948,0.77722,0.30178,1.01728,0.00745075,0.00745075,0.00745075
105,26117.4,0.81914,0.39617,1.04009,0.97033,0.98039,0.9887,0.80921,0.77712,0.30183,1.01772,0.007426,0.007426,0.007426
106,26364.7,0.8131,0.39465,1.03665,0.97023,0.98039,0.98889,0.80928,0.77739,0.30193,1.0183,0.00740125,0.00740125,0.00740125
107,26611.7,0.81566,0.39332,1.02931,0.97003,0.98042,0.98897,0.80889,0.77754,0.30186,1.0187,0.0073765,0.0073765,0.0073765
108,26858.6,0.81604,0.39111,1.03275,0.9701,0.98031,0.98891,0.80903,0.77733,0.30118,1.01908,0.00735175,0.00735175,0.00735175
109,27105.8,0.8123,0.38719,1.03181,0.97002,0.97987,0.98914,0.80972,0.77752,0.30113,1.01944,0.007327,0.007327,0.007327
110,27353.2,0.81235,0.38807,1.03153,0.97002,0.97995,0.98898,0.80972,0.77747,0.30115,1.01954,0.00730225,0.00730225,0.00730225
111,27600.4,0.80803,0.38765,1.0288,0.97009,0.97997,0.9892,0.80963,0.77719,0.30119,1.01965,0.0072775,0.0072775,0.0072775
112,27847.6,0.81553,0.38757,1.03232,0.96981,0.9798,0.98915,0.80929,0.7772,0.30095,1.01986,0.00725275,0.00725275,0.00725275
